Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.668259385665529,0.7472943268956491,0.583451210797275,1465.0,488.0
Transitional plain zone of Inland drainage,0.7245508982035929,0.6182516595808161,0.2540641199527275,668.0,123.0
Semi arid eastern plain,0.596,0.6812762054507338,0.5888068145276233,250.0,106.0
Transitional plain zone of Luni Basin,0.6510416666666666,0.7007187463178979,0.7882090821353135,192.0,123.0
Flood prone eastern plain,0.6153846153846154,0.7208551835417507,0.6575335503045749,104.0,37.0
Sub humid southern plain and alluvial hill,0.5333333333333333,0.562994071146245,0.5643873517175222,90.0,44.0
South eastern humid plain,0.6557377049180327,0.843956043956044,0.827855094345524,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.7169811320754716,0.6414141414141414,0.27670905762693204,53.0,9.0
Southern humid plain,0.675,0.7878787878787878,0.719746268419634,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.39999999999999997,0.3333333333333333,7.0,2.0
