probability,true_label,species
0.512648,0.0,Azadirachta indica
0.4913075,1.0,Azadirachta indica
0.4756162,0.0,Azadirachta indica
0.50004894,1.0,Azadirachta indica
0.55723554,0.0,Azadirachta indica
0.4561274,0.0,Azadirachta indica
0.49310362,1.0,Azadirachta indica
0.52442384,0.0,Azadirachta indica
0.5181818,1.0,Azadirachta indica
0.5155595,0.0,Azadirachta indica
0.49640483,0.0,Azadirachta indica
0.4793337,0.0,Azadirachta indica
0.4911745,0.0,Azadirachta indica
0.51685715,0.0,Azadirachta indica
0.51535106,0.0,Azadirachta indica
0.5308473,0.0,Azadirachta indica
0.50213534,1.0,Azadirachta indica
0.50608927,0.0,Azadirachta indica
0.49874964,0.0,Azadirachta indica
0.52478164,0.0,Azadirachta indica
0.492853,0.0,Azadirachta indica
0.51241606,0.0,Azadirachta indica
0.52881587,0.0,Azadirachta indica
0.51159066,0.0,Azadirachta indica
0.5181132,0.0,Azadirachta indica
0.5214501,1.0,Azadirachta indica
0.5590196,1.0,Azadirachta indica
0.52288425,0.0,Azadirachta indica
0.51801157,0.0,Azadirachta indica
0.51976293,0.0,Azadirachta indica
0.5104685,1.0,Azadirachta indica
0.531999,0.0,Azadirachta indica
0.5295876,1.0,Azadirachta indica
0.50494176,0.0,Azadirachta indica
0.5117292,0.0,Azadirachta indica
0.5487877,0.0,Azadirachta indica
0.49367428,0.0,Azadirachta indica
0.5373741,1.0,Azadirachta indica
0.5025246,0.0,Azadirachta indica
0.52787817,1.0,Azadirachta indica
0.5202095,1.0,Azadirachta indica
0.50415325,0.0,Azadirachta indica
0.5003929,0.0,Azadirachta indica
0.5873272,1.0,Azadirachta indica
0.52863854,1.0,Azadirachta indica
0.4970488,0.0,Azadirachta indica
0.5062054,0.0,Azadirachta indica
0.5234654,0.0,Azadirachta indica
0.4749986,1.0,Azadirachta indica
0.51780915,1.0,Azadirachta indica
0.519197,1.0,Azadirachta indica
0.5531029,0.0,Azadirachta indica
0.52397525,0.0,Azadirachta indica
0.5318158,0.0,Azadirachta indica
0.51304865,0.0,Azadirachta indica
0.49547857,1.0,Azadirachta indica
0.5178999,0.0,Azadirachta indica
0.5084753,0.0,Azadirachta indica
0.5239009,1.0,Azadirachta indica
0.49914068,0.0,Azadirachta indica
0.5206111,0.0,Azadirachta indica
0.50293696,0.0,Azadirachta indica
0.52084225,0.0,Azadirachta indica
0.51144576,0.0,Azadirachta indica
0.51009995,0.0,Azadirachta indica
0.51211107,1.0,Azadirachta indica
0.53159446,0.0,Azadirachta indica
0.5168952,1.0,Azadirachta indica
0.4826026,1.0,Azadirachta indica
0.51199055,0.0,Azadirachta indica
0.49610648,0.0,Azadirachta indica
0.5437625,1.0,Azadirachta indica
0.5088024,0.0,Azadirachta indica
0.51392764,0.0,Azadirachta indica
0.48445615,0.0,Azadirachta indica
0.5331388,0.0,Azadirachta indica
0.49953765,0.0,Azadirachta indica
0.5138524,1.0,Azadirachta indica
0.52722275,1.0,Azadirachta indica
0.54457605,0.0,Azadirachta indica
0.49277243,1.0,Azadirachta indica
0.54111856,0.0,Azadirachta indica
0.4962419,0.0,Azadirachta indica
0.48019987,0.0,Azadirachta indica
0.51620984,1.0,Azadirachta indica
0.5122347,0.0,Azadirachta indica
0.5039654,0.0,Azadirachta indica
0.5043213,1.0,Azadirachta indica
0.52827924,1.0,Azadirachta indica
0.51632094,0.0,Azadirachta indica
0.50843966,1.0,Azadirachta indica
0.49579597,1.0,Azadirachta indica
0.5247203,0.0,Azadirachta indica
0.5300986,0.0,Azadirachta indica
0.5111314,0.0,Azadirachta indica
0.5137061,1.0,Azadirachta indica
0.51443726,0.0,Azadirachta indica
0.5250176,1.0,Azadirachta indica
0.53211373,1.0,Azadirachta indica
0.5313166,0.0,Azadirachta indica
0.50206167,0.0,Azadirachta indica
0.49493104,1.0,Azadirachta indica
0.5076089,0.0,Azadirachta indica
0.48693922,1.0,Azadirachta indica
0.5066086,1.0,Azadirachta indica
0.51613724,0.0,Azadirachta indica
0.51282597,1.0,Azadirachta indica
0.5115294,0.0,Azadirachta indica
0.5305319,0.0,Azadirachta indica
0.50668615,1.0,Azadirachta indica
0.5138623,0.0,Azadirachta indica
0.52611333,0.0,Azadirachta indica
0.52023214,0.0,Azadirachta indica
0.5427081,0.0,Azadirachta indica
0.50592935,0.0,Azadirachta indica
0.51718634,0.0,Azadirachta indica
0.53263277,1.0,Azadirachta indica
0.5100036,0.0,Azadirachta indica
0.49989977,1.0,Azadirachta indica
0.5030415,0.0,Azadirachta indica
0.5404145,0.0,Azadirachta indica
0.5476048,0.0,Azadirachta indica
0.51611745,0.0,Azadirachta indica
0.50185037,1.0,Azadirachta indica
0.5087906,0.0,Azadirachta indica
0.51075244,0.0,Azadirachta indica
0.53793764,1.0,Azadirachta indica
0.50770265,0.0,Azadirachta indica
0.5080969,0.0,Azadirachta indica
0.5333593,0.0,Azadirachta indica
0.52204955,0.0,Azadirachta indica
0.52499795,0.0,Azadirachta indica
0.5131341,0.0,Azadirachta indica
0.52331746,1.0,Azadirachta indica
0.5174135,0.0,Azadirachta indica
0.46523997,1.0,Azadirachta indica
0.51188976,1.0,Azadirachta indica
0.51413494,0.0,Azadirachta indica
0.5423937,0.0,Azadirachta indica
0.50454086,0.0,Azadirachta indica
0.52516073,0.0,Azadirachta indica
0.51242685,0.0,Azadirachta indica
0.51511186,1.0,Azadirachta indica
0.5099731,0.0,Azadirachta indica
0.5267167,0.0,Azadirachta indica
0.52277654,1.0,Azadirachta indica
0.5073672,0.0,Azadirachta indica
0.49544236,1.0,Azadirachta indica
0.50822264,0.0,Azadirachta indica
0.49291795,1.0,Azadirachta indica
0.5228746,1.0,Azadirachta indica
0.5186333,0.0,Azadirachta indica
0.5400789,0.0,Azadirachta indica
0.4943287,0.0,Azadirachta indica
0.5212235,0.0,Azadirachta indica
0.5013375,0.0,Azadirachta indica
0.5290005,1.0,Azadirachta indica
0.5365247,0.0,Azadirachta indica
0.50351065,1.0,Azadirachta indica
0.49087507,0.0,Azadirachta indica
0.49870962,0.0,Azadirachta indica
0.5391989,0.0,Azadirachta indica
0.5197662,0.0,Azadirachta indica
0.51318437,0.0,Azadirachta indica
0.5446911,0.0,Azadirachta indica
0.51601213,0.0,Azadirachta indica
0.5279908,0.0,Azadirachta indica
0.5031981,1.0,Azadirachta indica
0.51133186,0.0,Azadirachta indica
0.51807773,1.0,Azadirachta indica
0.51279485,1.0,Azadirachta indica
0.52964777,0.0,Azadirachta indica
0.50840837,0.0,Azadirachta indica
0.51599216,0.0,Azadirachta indica
0.5156732,0.0,Azadirachta indica
0.50749207,0.0,Azadirachta indica
0.53641105,0.0,Azadirachta indica
0.52710176,0.0,Azadirachta indica
0.50216967,1.0,Azadirachta indica
0.45873606,1.0,Azadirachta indica
0.51533747,0.0,Azadirachta indica
0.51465684,0.0,Azadirachta indica
0.5362708,0.0,Azadirachta indica
0.5108958,1.0,Azadirachta indica
0.56519324,1.0,Azadirachta indica
0.5147006,0.0,Azadirachta indica
0.5355594,0.0,Azadirachta indica
0.5258,0.0,Azadirachta indica
0.5064607,0.0,Azadirachta indica
0.5310072,0.0,Azadirachta indica
0.5231793,1.0,Azadirachta indica
0.5335592,0.0,Azadirachta indica
0.50637394,0.0,Azadirachta indica
0.53138775,0.0,Azadirachta indica
0.51118827,1.0,Azadirachta indica
0.5011033,0.0,Azadirachta indica
0.51819384,0.0,Azadirachta indica
0.5384047,0.0,Azadirachta indica
0.5343974,0.0,Azadirachta indica
0.51666164,0.0,Azadirachta indica
0.5266833,0.0,Azadirachta indica
0.5097477,1.0,Azadirachta indica
0.49100947,0.0,Azadirachta indica
0.510872,0.0,Azadirachta indica
0.5266913,0.0,Azadirachta indica
0.4970544,1.0,Azadirachta indica
0.5095239,0.0,Azadirachta indica
0.49877205,1.0,Azadirachta indica
0.53176427,0.0,Azadirachta indica
0.50904536,1.0,Azadirachta indica
0.50291455,0.0,Azadirachta indica
0.516268,1.0,Azadirachta indica
0.5002669,0.0,Azadirachta indica
0.5393954,0.0,Azadirachta indica
0.49184468,0.0,Azadirachta indica
0.5122597,0.0,Azadirachta indica
0.50834507,0.0,Azadirachta indica
0.5263793,0.0,Azadirachta indica
0.56454676,0.0,Azadirachta indica
0.50879437,0.0,Azadirachta indica
0.5237241,0.0,Azadirachta indica
0.50409895,1.0,Azadirachta indica
0.5181732,0.0,Azadirachta indica
0.53421956,0.0,Azadirachta indica
0.5385126,1.0,Azadirachta indica
0.5403423,0.0,Azadirachta indica
0.5138154,0.0,Azadirachta indica
0.50601375,0.0,Azadirachta indica
0.50872314,0.0,Azadirachta indica
0.5084594,0.0,Azadirachta indica
0.503473,0.0,Azadirachta indica
0.5180443,0.0,Azadirachta indica
0.5179443,0.0,Azadirachta indica
0.55310875,0.0,Azadirachta indica
0.5144224,0.0,Azadirachta indica
0.52055013,1.0,Azadirachta indica
0.51336294,0.0,Azadirachta indica
0.4965031,1.0,Azadirachta indica
0.530761,0.0,Azadirachta indica
0.5367616,0.0,Azadirachta indica
0.5423175,1.0,Azadirachta indica
0.5041663,0.0,Azadirachta indica
0.49269074,1.0,Azadirachta indica
0.5128173,1.0,Azadirachta indica
0.53591585,1.0,Azadirachta indica
0.5386828,1.0,Azadirachta indica
0.5112892,1.0,Azadirachta indica
0.5360583,0.0,Azadirachta indica
0.5078291,0.0,Azadirachta indica
0.5089248,1.0,Azadirachta indica
0.5158944,0.0,Azadirachta indica
0.50133824,1.0,Azadirachta indica
0.5121634,1.0,Azadirachta indica
0.50123787,1.0,Azadirachta indica
0.49978396,1.0,Azadirachta indica
0.49234197,1.0,Azadirachta indica
0.50510395,0.0,Azadirachta indica
0.50961447,1.0,Azadirachta indica
0.50802696,0.0,Azadirachta indica
0.5149959,0.0,Azadirachta indica
0.5222649,0.0,Azadirachta indica
0.49700758,0.0,Azadirachta indica
0.4930816,0.0,Azadirachta indica
0.5042291,0.0,Azadirachta indica
0.5094617,1.0,Azadirachta indica
0.50550604,0.0,Azadirachta indica
0.513889,0.0,Azadirachta indica
0.50354004,1.0,Azadirachta indica
0.56003654,0.0,Azadirachta indica
0.5243208,1.0,Azadirachta indica
0.5128243,0.0,Azadirachta indica
0.53029686,0.0,Azadirachta indica
0.50558406,1.0,Azadirachta indica
0.51276267,1.0,Azadirachta indica
0.5084766,0.0,Azadirachta indica
0.4047002,0.0,Azadirachta indica
0.52234614,0.0,Azadirachta indica
0.5037277,0.0,Azadirachta indica
0.49750543,0.0,Azadirachta indica
0.51615477,1.0,Azadirachta indica
0.51142424,0.0,Azadirachta indica
0.52527803,1.0,Azadirachta indica
0.5386355,1.0,Azadirachta indica
0.5293285,1.0,Azadirachta indica
0.52589256,1.0,Azadirachta indica
0.54808956,1.0,Azadirachta indica
0.509961,0.0,Azadirachta indica
0.5120001,1.0,Azadirachta indica
0.51368916,0.0,Azadirachta indica
0.4832929,1.0,Azadirachta indica
0.5356853,0.0,Azadirachta indica
0.5100903,1.0,Azadirachta indica
0.5157138,1.0,Azadirachta indica
0.51457334,1.0,Azadirachta indica
0.5231865,0.0,Azadirachta indica
0.5000717,0.0,Azadirachta indica
0.513429,0.0,Azadirachta indica
0.5235289,1.0,Azadirachta indica
0.51504177,1.0,Azadirachta indica
0.50557387,1.0,Azadirachta indica
0.5339516,1.0,Azadirachta indica
0.5042184,1.0,Azadirachta indica
0.52498907,0.0,Azadirachta indica
0.5135078,0.0,Azadirachta indica
0.4683383,1.0,Azadirachta indica
0.5142251,0.0,Azadirachta indica
0.50090134,0.0,Azadirachta indica
0.4832191,0.0,Azadirachta indica
0.5098725,0.0,Azadirachta indica
0.53729075,0.0,Azadirachta indica
0.5192859,0.0,Azadirachta indica
0.5088857,0.0,Azadirachta indica
0.5196093,0.0,Azadirachta indica
0.5439196,0.0,Azadirachta indica
0.5123739,0.0,Azadirachta indica
0.5350575,1.0,Azadirachta indica
0.5113849,1.0,Azadirachta indica
0.5087589,1.0,Azadirachta indica
0.52840656,0.0,Azadirachta indica
0.51201,1.0,Azadirachta indica
0.51687765,0.0,Azadirachta indica
0.52848935,1.0,Azadirachta indica
0.52206326,0.0,Azadirachta indica
0.5194385,0.0,Azadirachta indica
0.52223027,0.0,Azadirachta indica
0.5013057,0.0,Azadirachta indica
0.5167358,0.0,Azadirachta indica
0.51939684,1.0,Azadirachta indica
0.54248995,1.0,Azadirachta indica
0.5396887,1.0,Azadirachta indica
0.51631135,0.0,Azadirachta indica
0.513678,0.0,Azadirachta indica
0.5103512,0.0,Azadirachta indica
0.55096626,1.0,Azadirachta indica
0.531345,0.0,Azadirachta indica
0.5103571,0.0,Azadirachta indica
0.52161396,0.0,Azadirachta indica
0.56741285,1.0,Azadirachta indica
0.51971364,0.0,Azadirachta indica
0.5278621,0.0,Azadirachta indica
0.514228,1.0,Azadirachta indica
0.52834946,1.0,Azadirachta indica
0.51155275,0.0,Azadirachta indica
0.52377445,0.0,Azadirachta indica
0.50510925,0.0,Azadirachta indica
0.52038795,0.0,Azadirachta indica
0.50324935,0.0,Azadirachta indica
0.5028975,0.0,Azadirachta indica
0.5194887,0.0,Azadirachta indica
0.49346182,0.0,Azadirachta indica
0.5046534,0.0,Azadirachta indica
0.4848645,1.0,Azadirachta indica
0.5007542,1.0,Azadirachta indica
0.5371587,1.0,Azadirachta indica
0.51163626,0.0,Azadirachta indica
0.41610777,0.0,Azadirachta indica
0.50661135,0.0,Azadirachta indica
0.50822204,0.0,Azadirachta indica
0.5374064,0.0,Azadirachta indica
0.51453406,0.0,Azadirachta indica
0.50380665,1.0,Azadirachta indica
0.5045446,1.0,Azadirachta indica
0.5021398,0.0,Azadirachta indica
0.5422991,1.0,Azadirachta indica
0.5151101,0.0,Azadirachta indica
0.49888182,1.0,Azadirachta indica
0.5063223,0.0,Azadirachta indica
0.5129561,1.0,Azadirachta indica
0.5121535,0.0,Azadirachta indica
0.51838845,1.0,Azadirachta indica
0.50882393,0.0,Azadirachta indica
0.5209403,0.0,Azadirachta indica
0.5555565,0.0,Azadirachta indica
0.5536072,0.0,Azadirachta indica
0.55638754,0.0,Azadirachta indica
0.49849975,1.0,Azadirachta indica
0.50065863,1.0,Azadirachta indica
0.517022,0.0,Azadirachta indica
0.5403258,1.0,Azadirachta indica
0.5272009,0.0,Azadirachta indica
0.49507523,1.0,Azadirachta indica
0.54176635,1.0,Azadirachta indica
0.50880146,0.0,Azadirachta indica
0.41610777,0.0,Azadirachta indica
0.58885765,0.0,Azadirachta indica
0.49527818,0.0,Azadirachta indica
0.51745397,1.0,Azadirachta indica
0.51342523,0.0,Azadirachta indica
0.5242674,1.0,Azadirachta indica
0.50308156,0.0,Azadirachta indica
0.52819544,1.0,Azadirachta indica
0.51365787,0.0,Azadirachta indica
0.5040323,0.0,Azadirachta indica
0.508336,1.0,Azadirachta indica
0.5110875,0.0,Azadirachta indica
0.47558835,0.0,Azadirachta indica
0.4898471,0.0,Azadirachta indica
0.5226833,0.0,Azadirachta indica
0.5120456,1.0,Azadirachta indica
0.51957583,1.0,Azadirachta indica
0.518698,1.0,Azadirachta indica
0.5266222,1.0,Azadirachta indica
0.50052863,1.0,Azadirachta indica
0.49838543,1.0,Azadirachta indica
0.5138945,1.0,Azadirachta indica
0.50724024,0.0,Azadirachta indica
0.5068454,0.0,Azadirachta indica
0.50893444,1.0,Azadirachta indica
0.517525,1.0,Azadirachta indica
0.4927561,0.0,Azadirachta indica
0.5065631,1.0,Azadirachta indica
0.5046525,0.0,Azadirachta indica
0.51197976,1.0,Azadirachta indica
0.51766187,1.0,Azadirachta indica
0.5292354,1.0,Azadirachta indica
0.51028395,0.0,Azadirachta indica
0.44468665,0.0,Azadirachta indica
0.5267847,1.0,Azadirachta indica
0.54118156,0.0,Azadirachta indica
0.5035496,1.0,Azadirachta indica
0.49342024,1.0,Azadirachta indica
0.49441513,0.0,Azadirachta indica
0.5185191,0.0,Azadirachta indica
0.49778405,1.0,Azadirachta indica
0.5116342,1.0,Azadirachta indica
0.52425295,1.0,Azadirachta indica
0.49497157,0.0,Azadirachta indica
0.52011776,0.0,Azadirachta indica
0.5283755,0.0,Azadirachta indica
0.544962,0.0,Azadirachta indica
0.51349914,0.0,Azadirachta indica
0.5536782,0.0,Azadirachta indica
0.5235662,0.0,Azadirachta indica
0.53693223,0.0,Azadirachta indica
0.50738794,0.0,Azadirachta indica
0.5039876,0.0,Azadirachta indica
0.52097523,0.0,Azadirachta indica
0.5054666,0.0,Azadirachta indica
0.50400096,0.0,Azadirachta indica
0.5332714,0.0,Azadirachta indica
0.51196426,0.0,Azadirachta indica
0.5151515,0.0,Azadirachta indica
0.5101462,0.0,Azadirachta indica
0.51153225,1.0,Azadirachta indica
0.5482522,0.0,Azadirachta indica
0.5026888,0.0,Azadirachta indica
0.5206273,1.0,Azadirachta indica
0.52388257,1.0,Azadirachta indica
0.5266259,1.0,Azadirachta indica
0.4997324,1.0,Azadirachta indica
0.52746123,1.0,Azadirachta indica
0.5295409,1.0,Azadirachta indica
0.52107257,1.0,Azadirachta indica
0.4929196,0.0,Azadirachta indica
0.540673,1.0,Azadirachta indica
0.52907366,1.0,Azadirachta indica
0.5207609,0.0,Azadirachta indica
0.50506425,0.0,Azadirachta indica
0.4974673,0.0,Azadirachta indica
0.47211057,0.0,Azadirachta indica
0.4983593,0.0,Azadirachta indica
0.5221831,0.0,Azadirachta indica
0.5185171,1.0,Azadirachta indica
0.5239296,0.0,Azadirachta indica
0.5268274,0.0,Azadirachta indica
0.51024055,0.0,Azadirachta indica
0.545359,1.0,Azadirachta indica
0.53650784,1.0,Azadirachta indica
0.51192486,0.0,Azadirachta indica
0.51663405,0.0,Azadirachta indica
0.5317615,0.0,Azadirachta indica
0.545023,1.0,Azadirachta indica
0.5539121,1.0,Azadirachta indica
0.5181837,0.0,Azadirachta indica
0.4992626,0.0,Azadirachta indica
0.5159193,0.0,Azadirachta indica
0.5073885,0.0,Azadirachta indica
0.5374888,0.0,Azadirachta indica
0.5433355,0.0,Azadirachta indica
0.51347774,0.0,Azadirachta indica
0.5287392,0.0,Azadirachta indica
0.5251279,0.0,Azadirachta indica
0.50387514,0.0,Azadirachta indica
0.51046175,1.0,Azadirachta indica
0.50551,1.0,Azadirachta indica
0.59987587,0.0,Azadirachta indica
0.52358854,0.0,Azadirachta indica
0.46038395,1.0,Azadirachta indica
0.5227986,0.0,Azadirachta indica
0.5158812,1.0,Azadirachta indica
0.530821,0.0,Azadirachta indica
0.5019174,0.0,Azadirachta indica
0.46038395,1.0,Azadirachta indica
0.51084524,0.0,Azadirachta indica
0.51987153,1.0,Azadirachta indica
0.518793,0.0,Azadirachta indica
0.51978445,1.0,Azadirachta indica
0.5281266,1.0,Azadirachta indica
0.5245758,0.0,Azadirachta indica
0.4986708,0.0,Azadirachta indica
0.5301818,0.0,Azadirachta indica
0.50144666,1.0,Azadirachta indica
0.5214973,1.0,Azadirachta indica
0.52307713,1.0,Azadirachta indica
0.5079506,1.0,Azadirachta indica
0.49993467,0.0,Azadirachta indica
0.51406676,0.0,Azadirachta indica
0.51404446,0.0,Azadirachta indica
0.52462226,1.0,Azadirachta indica
0.5322036,1.0,Azadirachta indica
0.5049834,1.0,Azadirachta indica
0.51369005,0.0,Azadirachta indica
0.49549785,0.0,Azadirachta indica
0.52141553,1.0,Azadirachta indica
0.52410704,0.0,Azadirachta indica
0.49362686,0.0,Azadirachta indica
0.51185256,0.0,Azadirachta indica
0.5260201,1.0,Azadirachta indica
0.5454862,0.0,Azadirachta indica
0.508204,0.0,Azadirachta indica
0.52637357,1.0,Azadirachta indica
0.51302564,1.0,Azadirachta indica
0.5041111,0.0,Azadirachta indica
0.47435227,0.0,Azadirachta indica
0.5101027,0.0,Azadirachta indica
0.5303046,1.0,Azadirachta indica
0.5354235,1.0,Azadirachta indica
0.48977056,0.0,Azadirachta indica
0.5296618,1.0,Azadirachta indica
0.5080346,1.0,Azadirachta indica
0.5078532,1.0,Azadirachta indica
0.557573,0.0,Azadirachta indica
0.50497645,0.0,Azadirachta indica
0.50566643,1.0,Azadirachta indica
0.5189711,0.0,Azadirachta indica
0.5435941,1.0,Azadirachta indica
0.5038315,0.0,Azadirachta indica
0.49992263,1.0,Azadirachta indica
0.519693,0.0,Azadirachta indica
0.52040607,1.0,Azadirachta indica
0.5459594,0.0,Azadirachta indica
0.48508853,0.0,Azadirachta indica
0.50109786,1.0,Azadirachta indica
0.5278122,0.0,Azadirachta indica
0.5458977,0.0,Azadirachta indica
0.4937318,1.0,Azadirachta indica
0.52116615,1.0,Azadirachta indica
0.49326357,1.0,Azadirachta indica
0.50805026,0.0,Azadirachta indica
0.5407534,1.0,Azadirachta indica
0.50837004,0.0,Azadirachta indica
0.50213605,1.0,Azadirachta indica
0.5113156,1.0,Azadirachta indica
0.5225725,0.0,Azadirachta indica
0.50842786,0.0,Azadirachta indica
0.519521,1.0,Azadirachta indica
0.53694504,1.0,Azadirachta indica
0.5066757,1.0,Azadirachta indica
0.5352319,1.0,Azadirachta indica
0.5297628,1.0,Azadirachta indica
0.4612771,0.0,Azadirachta indica
0.529662,1.0,Azadirachta indica
0.50132906,0.0,Azadirachta indica
0.5127901,1.0,Azadirachta indica
0.5034252,0.0,Azadirachta indica
0.50636655,0.0,Azadirachta indica
0.53674203,0.0,Azadirachta indica
0.5146843,1.0,Azadirachta indica
0.5722591,0.0,Azadirachta indica
0.53441525,0.0,Azadirachta indica
0.5175842,1.0,Azadirachta indica
0.5180375,1.0,Azadirachta indica
0.4872115,0.0,Azadirachta indica
0.5118698,0.0,Azadirachta indica
0.5128152,0.0,Azadirachta indica
0.50994986,1.0,Azadirachta indica
0.5087066,0.0,Azadirachta indica
0.5447238,0.0,Azadirachta indica
0.514595,0.0,Azadirachta indica
0.5132993,0.0,Azadirachta indica
0.5164651,0.0,Azadirachta indica
0.5164991,1.0,Azadirachta indica
0.9182812,0.0,Azadirachta indica
0.5168775,0.0,Azadirachta indica
0.519693,0.0,Azadirachta indica
0.50774574,0.0,Azadirachta indica
0.5003337,1.0,Azadirachta indica
0.4994853,0.0,Azadirachta indica
0.51425755,0.0,Azadirachta indica
0.48484406,0.0,Azadirachta indica
0.4895787,0.0,Azadirachta indica
0.52398586,1.0,Azadirachta indica
0.524367,1.0,Azadirachta indica
0.49463314,1.0,Azadirachta indica
0.52967274,1.0,Azadirachta indica
0.49279207,0.0,Azadirachta indica
0.510088,0.0,Azadirachta indica
0.5175491,0.0,Azadirachta indica
0.49311268,0.0,Azadirachta indica
0.5088883,0.0,Azadirachta indica
0.5263396,0.0,Azadirachta indica
0.5056372,0.0,Azadirachta indica
0.51311815,1.0,Azadirachta indica
0.5530638,1.0,Azadirachta indica
0.5273737,0.0,Azadirachta indica
0.50763613,1.0,Azadirachta indica
0.51573706,0.0,Azadirachta indica
0.5220316,1.0,Azadirachta indica
0.54020864,1.0,Azadirachta indica
0.5289266,1.0,Azadirachta indica
0.51976454,0.0,Azadirachta indica
0.5335795,0.0,Azadirachta indica
0.507144,0.0,Azadirachta indica
0.53750896,1.0,Azadirachta indica
0.53691936,0.0,Azadirachta indica
0.52509856,1.0,Azadirachta indica
0.49278674,0.0,Azadirachta indica
0.50765955,0.0,Azadirachta indica
0.4968508,1.0,Azadirachta indica
0.53770375,1.0,Azadirachta indica
0.5268404,0.0,Azadirachta indica
0.5002147,1.0,Azadirachta indica
0.49495113,1.0,Azadirachta indica
0.5164734,0.0,Azadirachta indica
0.53017294,1.0,Azadirachta indica
0.5291314,1.0,Azadirachta indica
0.54268354,0.0,Azadirachta indica
0.5205054,1.0,Azadirachta indica
0.4866387,0.0,Azadirachta indica
0.5105457,0.0,Azadirachta indica
0.52048254,0.0,Azadirachta indica
0.49827918,1.0,Azadirachta indica
0.5155408,1.0,Azadirachta indica
0.52104056,0.0,Azadirachta indica
0.47388244,0.0,Azadirachta indica
0.5014819,0.0,Azadirachta indica
0.5192915,0.0,Azadirachta indica
0.524175,0.0,Azadirachta indica
0.49297103,1.0,Azadirachta indica
0.50938,0.0,Azadirachta indica
0.472462,1.0,Azadirachta indica
0.51923376,0.0,Azadirachta indica
0.53331107,1.0,Azadirachta indica
0.48229095,0.0,Azadirachta indica
0.5280136,0.0,Azadirachta indica
0.51814306,1.0,Azadirachta indica
0.48576328,0.0,Azadirachta indica
0.51841307,0.0,Azadirachta indica
0.5064203,1.0,Azadirachta indica
0.50093526,1.0,Azadirachta indica
0.53591794,1.0,Azadirachta indica
0.50676507,0.0,Azadirachta indica
0.5180831,0.0,Azadirachta indica
0.52012974,0.0,Azadirachta indica
0.4997172,0.0,Azadirachta indica
0.5138442,0.0,Azadirachta indica
0.54101175,1.0,Azadirachta indica
0.50055885,0.0,Azadirachta indica
0.49694622,0.0,Azadirachta indica
0.52750456,1.0,Azadirachta indica
0.549143,0.0,Azadirachta indica
0.5310515,1.0,Azadirachta indica
0.50890416,1.0,Azadirachta indica
0.51760525,0.0,Azadirachta indica
0.5172602,0.0,Azadirachta indica
0.5356738,0.0,Azadirachta indica
0.50577056,1.0,Azadirachta indica
0.48864758,1.0,Azadirachta indica
0.5023659,0.0,Azadirachta indica
0.5217511,0.0,Azadirachta indica
0.4898153,0.0,Azadirachta indica
0.5102444,0.0,Azadirachta indica
0.54964644,0.0,Azadirachta indica
0.5031308,0.0,Azadirachta indica
0.517897,1.0,Azadirachta indica
0.5024219,1.0,Azadirachta indica
0.4919299,1.0,Azadirachta indica
0.5311252,0.0,Azadirachta indica
0.5179933,0.0,Azadirachta indica
0.52697843,1.0,Azadirachta indica
0.50722986,1.0,Azadirachta indica
0.49484065,0.0,Azadirachta indica
0.5138031,0.0,Azadirachta indica
0.5059266,1.0,Azadirachta indica
0.53702873,0.0,Azadirachta indica
0.5217744,1.0,Azadirachta indica
0.52179706,0.0,Azadirachta indica
0.48318285,1.0,Azadirachta indica
0.51994616,0.0,Azadirachta indica
0.5329919,0.0,Azadirachta indica
0.5345869,0.0,Azadirachta indica
0.53631204,1.0,Azadirachta indica
0.5208484,1.0,Azadirachta indica
0.5189151,0.0,Azadirachta indica
0.5191954,0.0,Azadirachta indica
0.5208546,0.0,Azadirachta indica
0.5109492,1.0,Azadirachta indica
0.5164835,0.0,Azadirachta indica
0.5192673,0.0,Azadirachta indica
0.5144723,0.0,Azadirachta indica
0.5089483,0.0,Azadirachta indica
0.5149401,1.0,Azadirachta indica
0.5487757,0.0,Azadirachta indica
0.5356513,1.0,Azadirachta indica
0.53288776,0.0,Azadirachta indica
0.5148519,1.0,Azadirachta indica
0.5403398,0.0,Azadirachta indica
0.5045351,0.0,Azadirachta indica
0.52132446,1.0,Azadirachta indica
0.5236458,1.0,Azadirachta indica
0.5115595,0.0,Azadirachta indica
0.5143508,1.0,Azadirachta indica
0.50197977,1.0,Azadirachta indica
0.5037914,0.0,Azadirachta indica
0.53967035,0.0,Azadirachta indica
0.5067837,1.0,Azadirachta indica
0.5125144,0.0,Azadirachta indica
0.50663525,0.0,Azadirachta indica
0.51794785,0.0,Azadirachta indica
0.5112958,1.0,Azadirachta indica
0.53040457,0.0,Azadirachta indica
0.4947552,0.0,Azadirachta indica
0.5252452,1.0,Azadirachta indica
0.51401913,1.0,Azadirachta indica
0.5090214,0.0,Azadirachta indica
0.5282584,1.0,Azadirachta indica
0.5039313,0.0,Azadirachta indica
0.5109271,0.0,Azadirachta indica
0.5022777,1.0,Azadirachta indica
0.508553,1.0,Azadirachta indica
0.50722945,1.0,Azadirachta indica
0.52532333,1.0,Azadirachta indica
0.569914,0.0,Azadirachta indica
0.5124361,0.0,Azadirachta indica
0.50780714,0.0,Azadirachta indica
0.51276267,1.0,Azadirachta indica
0.52720684,1.0,Azadirachta indica
0.5211971,0.0,Azadirachta indica
