Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.5638225255972696,0.7864150943396228,0.23908151670005168,1465.0,140.0
Transitional plain zone of Inland drainage,0.28592814371257486,0.6393929321467962,0.25349868693651506,668.0,121.0
Semi arid eastern plain,0.58,0.5878851540616247,0.1600159113329718,250.0,12.0
Transitional plain zone of Luni Basin,0.90625,0.36103723404255317,0.01941305543597838,192.0,4.0
Flood prone eastern plain,0.9903846153846154,0.0,0.0,104.0,0.0
Sub humid southern plain and alluvial hill,0.8888888888888888,0.9655172413793104,0.75,90.0,3.0
South eastern humid plain,0.9508196721311475,0.0,0.0,61.0,0.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5660377358490566,0.0,0.0,53.0,0.0
Southern humid plain,1.0,0.0,0.0,40.0,0.0
Irrigated North Western Plain,0.7142857142857143,0.0,0.0,7.0,0.0
