Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6361774744027304,0.6395096509937499,0.35312428946449326,1465.0,333.0
Transitional plain zone of Inland drainage,0.6467065868263473,0.6151292209017167,0.307187746887288,668.0,155.0
Semi arid eastern plain,0.652,0.6015006932550362,0.3782793991539458,250.0,67.0
Transitional plain zone of Luni Basin,0.65625,0.7031642390758412,0.1227356244248738,192.0,11.0
Flood prone eastern plain,0.5673076923076923,0.7289229528035499,0.5994686848391231,104.0,37.0
Sub humid southern plain and alluvial hill,0.5555555555555556,0.6733266733266734,0.2599211205511114,90.0,13.0
South eastern humid plain,0.7704918032786885,0.6873385012919897,0.5616882105915846,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5094339622641509,0.5019230769230769,0.3079794314844321,53.0,13.0
Southern humid plain,0.575,0.7525252525252526,0.7543678537343597,40.0,18.0
Irrigated North Western Plain,0.7142857142857143,0.33333333333333337,0.2,7.0,1.0
