Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.5829351535836177,0.6150414450391798,0.4293316217147012,1465.0,488.0
Transitional plain zone of Inland drainage,0.6182634730538922,0.5219586783023793,0.19917154806960308,668.0,123.0
Semi arid eastern plain,0.52,0.5364255765199162,0.4607399876126719,250.0,106.0
Transitional plain zone of Luni Basin,0.578125,0.5083068221986567,0.6500605407122161,192.0,123.0
Flood prone eastern plain,0.5576923076923077,0.500605082694635,0.3604375242317772,104.0,37.0
Sub humid southern plain and alluvial hill,0.4666666666666667,0.495800395256917,0.5338199386158897,90.0,44.0
South eastern humid plain,0.6229508196721312,0.6186813186813187,0.48637720141903334,61.0,26.0
Arid Western Plain and Hyper Arid Partial irrigated,0.6415094339622641,0.5176767676767677,0.249481029999559,53.0,9.0
Southern humid plain,0.6,0.5681818181818181,0.5232738590235877,40.0,18.0
Irrigated North Western Plain,0.5714285714285714,0.39999999999999997,0.3333333333333333,7.0,2.0
